x	y	ymin	ymax	xmin	xmax
-2.66774841115458	0.0116190656025143	0	0.0116190656025143	-2.66774841115458	-2.66774841115458
-2.63287597939813	0.012458039024752	0	0.012458039024752	-2.63287597939813	-2.63287597939813
-2.59800354764168	0.0134362759224952	0	0.0134362759224952	-2.59800354764168	-2.59800354764168
-2.56313111588524	0.0145713529555678	0	0.0145713529555678	-2.56313111588524	-2.56313111588524
-2.52825868412879	0.0158776154996536	0	0.0158776154996536	-2.52825868412879	-2.52825868412879
-2.49338625237234	0.0173412664798002	0	0.0173412664798002	-2.49338625237234	-2.49338625237234
-2.45851382061589	0.0189340801595152	0	0.0189340801595152	-2.45851382061589	-2.45851382061589
-2.42364138885945	0.0206250462539358	0	0.0206250462539358	-2.42364138885945	-2.42364138885945
-2.388768957103	0.0223813370709691	0	0.0223813370709691	-2.388768957103	-2.388768957103
-2.35389652534655	0.0241677098993447	0	0.0241677098993447	-2.35389652534655	-2.35389652534655
-2.31902409359011	0.0259661926499828	0	0.0259661926499828	-2.31902409359011	-2.31902409359011
-2.28415166183366	0.0277781083172745	0	0.0277781083172745	-2.28415166183366	-2.28415166183366
-2.24927923007721	0.0296319280138795	0	0.0296319280138795	-2.24927923007721	-2.24927923007721
-2.21440679832076	0.0315830078250888	0	0.0315830078250888	-2.21440679832076	-2.21440679832076
-2.17953436656432	0.0337044379646503	0	0.0337044379646503	-2.17953436656432	-2.17953436656432
-2.14466193480787	0.0360853070946429	0	0.0360853070946429	-2.14466193480787	-2.14466193480787
-2.10978950305142	0.0388542208081574	0	0.0388542208081574	-2.10978950305142	-2.10978950305142
-2.07491707129498	0.0421007302619796	0	0.0421007302619796	-2.07491707129498	-2.07491707129498
-2.04004463953853	0.0458962954167272	0	0.0458962954167272	-2.04004463953853	-2.04004463953853
-2.00517220778208	0.0502951492424379	0	0.0502951492424379	-2.00517220778208	-2.00517220778208
-1.97029977602563	0.0553609218843227	0	0.0553609218843227	-1.97029977602563	-1.97029977602563
-1.93542734426919	0.0610308059106292	0	0.0610308059106292	-1.93542734426919	-1.93542734426919
-1.90055491251274	0.0672229468890568	0	0.0672229468890568	-1.90055491251274	-1.90055491251274
-1.86568248075629	0.0738267458918279	0	0.0738267458918279	-1.86568248075629	-1.86568248075629
-1.83081004899985	0.0807034354619614	0	0.0807034354619614	-1.83081004899985	-1.83081004899985
-1.7959376172434	0.0876514420000965	0	0.0876514420000965	-1.7959376172434	-1.7959376172434
-1.76106518548695	0.0944995060218208	0	0.0944995060218208	-1.76106518548695	-1.76106518548695
-1.7261927537305	0.101095865065563	0	0.101095865065563	-1.7261927537305	-1.7261927537305
-1.69132032197406	0.107287556329768	0	0.107287556329768	-1.69132032197406	-1.69132032197406
-1.65644789021761	0.113042241026052	0	0.113042241026052	-1.65644789021761	-1.65644789021761
-1.62157545846116	0.118379571675285	0	0.118379571675285	-1.62157545846116	-1.62157545846116
-1.58670302670471	0.123380366924334	0	0.123380366924334	-1.58670302670471	-1.58670302670471
-1.55183059494827	0.12818544696285	0	0.12818544696285	-1.55183059494827	-1.55183059494827
-1.51695816319182	0.133011525544311	0	0.133011525544311	-1.51695816319182	-1.51695816319182
-1.48208573143537	0.138054396691701	0	0.138054396691701	-1.48208573143537	-1.48208573143537
-1.44721329967893	0.14349789691787	0	0.14349789691787	-1.44721329967893	-1.44721329967893
-1.41234086792248	0.149550954507324	0	0.149550954507324	-1.41234086792248	-1.41234086792248
-1.37746843616603	0.156275774570103	0	0.156275774570103	-1.37746843616603	-1.37746843616603
-1.34259600440958	0.163721407536209	0	0.163721407536209	-1.34259600440958	-1.34259600440958
-1.30772357265314	0.171899043054619	0	0.171899043054619	-1.30772357265314	-1.30772357265314
-1.27285114089669	0.180818108352102	0	0.180818108352102	-1.27285114089669	-1.27285114089669
-1.23797870914024	0.190337724615746	0	0.190337724615746	-1.23797870914024	-1.23797870914024
-1.2031062773838	0.200334873146169	0	0.200334873146169	-1.2031062773838	-1.2031062773838
-1.16823384562735	0.210645608293382	0	0.210645608293382	-1.16823384562735	-1.16823384562735
-1.1333614138709	0.221041607881761	0	0.221041607881761	-1.1333614138709	-1.1333614138709
-1.09848898211445	0.231255652176297	0	0.231255652176297	-1.09848898211445	-1.09848898211445
-1.06361655035801	0.24104441605452	0	0.24104441605452	-1.06361655035801	-1.06361655035801
-1.02874411860156	0.250178882738679	0	0.250178882738679	-1.02874411860156	-1.02874411860156
-0.993871686845113	0.258444842231159	0	0.258444842231159	-0.993871686845113	-0.993871686845113
-0.958999255088666	0.265837910540827	0	0.265837910540827	-0.958999255088666	-0.958999255088666
-0.924126823332219	0.272401100396687	0	0.272401100396687	-0.924126823332219	-0.924126823332219
-0.889254391575772	0.278252112876552	0	0.278252112876552	-0.889254391575772	-0.889254391575772
-0.854381959819324	0.283590317357976	0	0.283590317357976	-0.854381959819324	-0.854381959819324
-0.819509528062877	0.288695992755853	0	0.288695992755853	-0.819509528062877	-0.819509528062877
-0.78463709630643	0.293795641222249	0	0.293795641222249	-0.78463709630643	-0.78463709630643
-0.749764664549983	0.29909328491585	0	0.29909328491585	-0.749764664549983	-0.749764664549983
-0.714892232793535	0.304755059198967	0	0.304755059198967	-0.714892232793535	-0.714892232793535
-0.680019801037088	0.310823442854909	0	0.310823442854909	-0.680019801037088	-0.680019801037088
-0.645147369280641	0.317280903438949	0	0.317280903438949	-0.645147369280641	-0.645147369280641
-0.610274937524194	0.324046039135884	0	0.324046039135884	-0.610274937524194	-0.610274937524194
-0.575402505767746	0.330955508432217	0	0.330955508432217	-0.575402505767746	-0.575402505767746
-0.5405300740113	0.337808362243794	0	0.337808362243794	-0.5405300740113	-0.5405300740113
-0.505657642254852	0.344424761074438	0	0.344424761074438	-0.505657642254852	-0.505657642254852
-0.470785210498405	0.350639265071963	0	0.350639265071963	-0.470785210498405	-0.470785210498405
-0.435912778741958	0.356344978512	0	0.356344978512	-0.435912778741958	-0.435912778741958
-0.401040346985511	0.361559741716816	0	0.361559741716816	-0.401040346985511	-0.401040346985511
-0.366167915229064	0.366342350037164	0	0.366342350037164	-0.366167915229064	-0.366167915229064
-0.331295483472617	0.370787113380486	0	0.370787113380486	-0.331295483472617	-0.331295483472617
-0.296423051716169	0.375020589066702	0	0.375020589066702	-0.296423051716169	-0.296423051716169
-0.261550619959722	0.379142024746767	0	0.379142024746767	-0.261550619959722	-0.261550619959722
-0.226678188203275	0.383183255090377	0	0.383183255090377	-0.226678188203275	-0.226678188203275
-0.191805756446827	0.387107217391892	0	0.387107217391892	-0.191805756446827	-0.191805756446827
-0.156933324690381	0.390806137227072	0	0.390806137227072	-0.156933324690381	-0.156933324690381
-0.122060892933933	0.394150815816004	0	0.394150815816004	-0.122060892933933	-0.122060892933933
-0.0871884611774858	0.397001308832511	0	0.397001308832511	-0.0871884611774858	-0.0871884611774858
-0.0523160294210392	0.399202644151087	0	0.399202644151087	-0.0523160294210392	-0.0523160294210392
-0.0174435976645917	0.400667651147086	0	0.400667651147086	-0.0174435976645917	-0.0174435976645917
0.0174288340918558	0.401399007272556	0	0.401399007272556	0.0174288340918558	0.0174288340918558
0.0523012658483024	0.401418211956351	0	0.401418211956351	0.0523012658483024	0.0523012658483024
0.0871736976047499	0.400751904073305	0	0.400751904073305	0.0871736976047499	0.0871736976047499
0.122046129361197	0.399489796662251	0	0.399489796662251	0.122046129361197	0.122046129361197
0.156918561117644	0.39771971531618	0	0.39771971531618	0.156918561117644	0.156918561117644
0.191790992874092	0.395484551856912	0	0.395484551856912	0.191790992874092	0.191790992874092
0.226663424630538	0.392773589283806	0	0.392773589283806	0.226663424630538	0.226663424630538
0.261535856386986	0.389573152243985	0	0.389573152243985	0.261535856386986	0.261535856386986
0.296408288143433	0.385851940833193	0	0.385851940833193	0.296408288143433	0.296408288143433
0.33128071989988	0.381555704166473	0	0.381555704166473	0.33128071989988	0.33128071989988
0.366153151656327	0.376596280910734	0	0.376596280910734	0.366153151656327	0.366153151656327
0.401025583412775	0.370961560604161	0	0.370961560604161	0.401025583412775	0.401025583412775
0.435898015169221	0.364675889413787	0	0.364675889413787	0.435898015169221	0.435898015169221
0.470770446925669	0.357779511995349	0	0.357779511995349	0.470770446925669	0.470770446925669
0.505642878682116	0.35031698541867	0	0.35031698541867	0.505642878682116	0.505642878682116
0.540515310438563	0.342415451215963	0	0.342415451215963	0.540515310438563	0.540515310438563
0.57538774219501	0.334187788414519	0	0.334187788414519	0.57538774219501	0.57538774219501
0.610260173951458	0.325726771314753	0	0.325726771314753	0.610260173951458	0.610260173951458
0.645132605707905	0.317105203680154	0	0.317105203680154	0.645132605707905	0.645132605707905
0.680005037464352	0.308396773838261	0	0.308396773838261	0.680005037464352	0.680005037464352
0.7148774692208	0.299652983952562	0	0.299652983952562	0.7148774692208	0.7148774692208
0.749749900977246	0.290921872098606	0	0.290921872098606	0.749749900977246	0.749749900977246
0.784622332733694	0.282266204065577	0	0.282266204065577	0.784622332733694	0.784622332733694
0.819494764490141	0.273747073482975	0	0.273747073482975	0.819494764490141	0.819494764490141
0.854367196246588	0.265415652145682	0	0.265415652145682	0.854367196246588	0.854367196246588
0.889239628003035	0.257305202658915	0	0.257305202658915	0.889239628003035	0.889239628003035
0.924112059759482	0.249430401707416	0	0.249430401707416	0.924112059759482	0.924112059759482
0.958984491515929	0.2417261144734	0	0.2417261144734	0.958984491515929	0.958984491515929
0.993856923272377	0.234105327732181	0	0.234105327732181	0.993856923272377	0.993856923272377
1.02872935502882	0.226463817468844	0	0.226463817468844	1.02872935502882	1.02872935502882
1.06360178678527	0.218679108782763	0	0.218679108782763	1.06360178678527	1.06360178678527
1.09847421854172	0.210679368110772	0	0.210679368110772	1.09847421854172	1.09847421854172
1.13334665029817	0.202440835343993	0	0.202440835343993	1.13334665029817	1.13334665029817
1.16821908205461	0.193990379933934	0	0.193990379933934	1.16821908205461	1.16821908205461
1.20309151381106	0.185407957564095	0	0.185407957564095	1.20309151381106	1.20309151381106
1.23796394556751	0.176843286228089	0	0.176843286228089	1.23796394556751	1.23796394556751
1.27283637732395	0.168448225190182	0	0.168448225190182	1.27283637732395	1.27283637732395
1.3077088090804	0.160379874096737	0	0.160379874096737	1.3077088090804	1.3077088090804
1.34258124083685	0.152831088396562	0	0.152831088396562	1.34258124083685	1.34258124083685
1.3774536725933	0.145873011503928	0	0.145873011503928	1.3774536725933	1.3774536725933
1.41232610434974	0.139549880860861	0	0.139549880860861	1.41232610434974	1.41232610434974
1.44719853610619	0.133847623277453	0	0.133847623277453	1.44719853610619	1.44719853610619
1.48207096786264	0.128703631627252	0	0.128703631627252	1.48207096786264	1.48207096786264
1.51694339961908	0.123911599120887	0	0.123911599120887	1.51694339961908	1.51694339961908
1.55181583137553	0.119286438100722	0	0.119286438100722	1.55181583137553	1.55181583137553
1.58668826313198	0.114641692430314	0	0.114641692430314	1.58668826313198	1.58668826313198
1.62156069488843	0.10980427977337	0	0.10980427977337	1.62156069488843	1.62156069488843
1.65643312664487	0.104708618912269	0	0.104708618912269	1.65643312664487	1.65643312664487
1.69130555840132	0.0993648903517923	0	0.0993648903517923	1.69130555840132	1.69130555840132
1.72617799015777	0.0938518720386043	0	0.0938518720386043	1.72617799015777	1.72617799015777
1.76105042191421	0.0883147642832859	0	0.0883147642832859	1.76105042191421	1.76105042191421
1.79592285367066	0.0829092978718436	0	0.0829092978718436	1.79592285367066	1.79592285367066
1.83079528542711	0.077751870959197	0	0.077751870959197	1.83079528542711	1.83079528542711
1.86566771718356	0.0729186480157144	0	0.0729186480157144	1.86566771718356	1.86566771718356
1.90054014894	0.0684315560122599	0	0.0684315560122599	1.90054014894	1.90054014894
1.93541258069645	0.0642171544138503	0	0.0642171544138503	1.93541258069645	1.93541258069645
1.9702850124529	0.0601966669057741	0	0.0601966669057741	1.9702850124529	1.9702850124529
2.00515744420935	0.0562869645978171	0	0.0562869645978171	2.00515744420935	2.00515744420935
2.04002987596579	0.0524168869801247	0	0.0524168869801247	2.04002987596579	2.04002987596579
2.07490230772224	0.0485544327313716	0	0.0485544327313716	2.07490230772224	2.07490230772224
2.10977473947869	0.0447102679925904	0	0.0447102679925904	2.10977473947869	2.10977473947869
2.14464717123513	0.0409291783286191	0	0.0409291783286191	2.14464717123513	2.14464717123513
2.17951960299158	0.0372853137187173	0	0.0372853137187173	2.17951960299158	2.17951960299158
2.21439203474803	0.0338403220166415	0	0.0338403220166415	2.21439203474803	2.21439203474803
2.24926446650448	0.030646807188804	0	0.030646807188804	2.24926446650448	2.24926446650448
2.28413689826092	0.0277467097344975	0	0.0277467097344975	2.28413689826092	2.28413689826092
2.31900933001737	0.0251513332347212	0	0.0251513332347212	2.31900933001737	2.31900933001737
2.35388176177382	0.0228245245932744	0	0.0228245245932744	2.35388176177382	2.35388176177382
2.38875419353026	0.0207308913736304	0	0.0207308913736304	2.38875419353026	2.38875419353026
2.42362662528671	0.0188338156332377	0	0.0188338156332377	2.42362662528671	2.42362662528671
2.45849905704316	0.0170906506570744	0	0.0170906506570744	2.45849905704316	2.45849905704316
2.49337148879961	0.0154650963007848	0	0.0154650963007848	2.49337148879961	2.49337148879961
2.52824392055605	0.0139433652923722	0	0.0139433652923722	2.52824392055605	2.52824392055605
2.5631163523125	0.0125293931819	0	0.0125293931819	2.5631163523125	2.5631163523125
2.59798878406895	0.0112359497211225	0	0.0112359497211225	2.59798878406895	2.59798878406895
2.63286121582539	0.0100747837010432	0	0.0100747837010432	2.63286121582539	2.63286121582539
2.66773364758184	0.00906125796976364	0	0.00906125796976364	2.66773364758184	2.66773364758184
2.70260607933829	0.00821340792802291	0	0.00821340792802291	2.70260607933829	2.70260607933829
2.73747851109474	0.0075325876024814	0	0.0075325876024814	2.73747851109474	2.73747851109474
2.77235094285118	0.00700445930757479	0	0.00700445930757479	2.77235094285118	2.77235094285118
2.80722337460763	0.00661325925187723	0	0.00661325925187723	2.80722337460763	2.80722337460763
2.84209580636408	0.00634079403903552	0	0.00634079403903552	2.84209580636408	2.84209580636408
2.87696823812053	0.00615412087713274	0	0.00615412087713274	2.87696823812053	2.87696823812053
2.91184066987697	0.00601936534265751	0	0.00601936534265751	2.91184066987697	2.91184066987697
2.94671310163342	0.00590703527681977	0	0.00590703527681977	2.94671310163342	2.94671310163342
2.98158553338987	0.00578824381236656	0	0.00578824381236656	2.98158553338987	2.98158553338987
3.01645796514631	0.00563867065614939	0	0.00563867065614939	3.01645796514631	3.01645796514631
3.05133039690276	0.00544503941728447	0	0.00544503941728447	3.05133039690276	3.05133039690276
3.08620282865921	0.00520209137003834	0	0.00520209137003834	3.08620282865921	3.08620282865921
3.12107526041565	0.00491129555203247	0	0.00491129555203247	3.12107526041565	3.12107526041565
3.1559476921721	0.00458811160962726	0	0.00458811160962726	3.1559476921721	3.1559476921721
3.19082012392855	0.00425217440216737	0	0.00425217440216737	3.19082012392855	3.19082012392855
3.225692555685	0.00392380780087752	0	0.00392380780087752	3.225692555685	3.225692555685
3.26056498744144	0.00362504788181696	0	0.00362504788181696	3.26056498744144	3.26056498744144
3.29543741919789	0.00337049969100546	0	0.00337049969100546	3.29543741919789	3.29543741919789
3.33030985095434	0.00316600531356949	0	0.00316600531356949	3.33030985095434	3.33030985095434
3.36518228271079	0.00301113166014198	0	0.00301113166014198	3.36518228271079	3.36518228271079
3.40005471446723	0.00290121977371871	0	0.00290121977371871	3.40005471446723	3.40005471446723
3.43492714622368	0.00282148352145681	0	0.00282148352145681	3.43492714622368	3.43492714622368
3.46979957798013	0.00275834293780683	0	0.00275834293780683	3.46979957798013	3.46979957798013
3.50467200973657	0.00270000008231533	0	0.00270000008231533	3.50467200973657	3.50467200973657
3.53954444149302	0.0026360445546492	0	0.0026360445546492	3.53954444149302	3.53954444149302
3.57441687324947	0.00255989504228762	0	0.00255989504228762	3.57441687324947	3.57441687324947
3.60928930500592	0.00246802285345376	0	0.00246802285345376	3.60928930500592	3.60928930500592
3.64416173676236	0.00235818085764573	0	0.00235818085764573	3.64416173676236	3.64416173676236
3.67903416851881	0.00222726640323732	0	0.00222726640323732	3.67903416851881	3.67903416851881
3.71390660027526	0.00207547490877541	0	0.00207547490877541	3.71390660027526	3.71390660027526
3.7487790320317	0.00190298606207842	0	0.00190298606207842	3.7487790320317	3.7487790320317
3.78365146378815	0.00171128395432314	0	0.00171128395432314	3.78365146378815	3.78365146378815
3.8185238955446	0.00150326541499169	0	0.00150326541499169	3.8185238955446	3.8185238955446
3.85339632730105	0.0012869205615765	0	0.0012869205615765	3.85339632730105	3.85339632730105
3.88826875905749	0.00107033225130259	0	0.00107033225130259	3.88826875905749	3.88826875905749
3.92314119081394	0.000862085277560617	0	0.000862085277560617	3.92314119081394	3.92314119081394
3.95801362257039	0.000672312639147841	0	0.000672312639147841	3.95801362257039	3.95801362257039
3.99288605432684	0.00050618609587229	0	0.00050618609587229	3.99288605432684	3.99288605432684
4.02775848608328	0.000366985794180928	0	0.000366985794180928	4.02775848608328	4.02775848608328
4.06263091783973	0.000255609018265472	0	0.000255609018265472	4.06263091783973	4.06263091783973
4.09750334959618	0.000172375403985898	0	0.000172375403985898	4.09750334959618	4.09750334959618
4.13237578135262	0.000111568407368609	0	0.000111568407368609	4.13237578135262	4.13237578135262
4.16724821310907	6.91265020394383e-05	0	6.91265020394383e-05	4.16724821310907	4.16724821310907
4.20212064486552	4.09666902827057e-05	0	4.09666902827057e-05	4.20212064486552	4.20212064486552
4.23699307662197	2.36293358578577e-05	0	2.36293358578577e-05	4.23699307662197	4.23699307662197
4.27186550837841	1.30099758413209e-05	0	1.30099758413209e-05	4.27186550837841	4.27186550837841
4.30673794013486	6.81897443524332e-06	0	6.81897443524332e-06	4.30673794013486	4.30673794013486
